Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Senior Business Analyst Technical,Senior Business Analyst Technical,Senior,Công Ty Cổ Phần Sữa VitaDairy Việt Nam,3 năm kinh nghiệm,"Trụ sở chính tại HCM: Tầng 5, Số 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, HCM/ VP. Hà Nội: Toà nhà CT1 - The Zen Residence, Khu đô thị C2 - Gamuda Gardens, Phường Trần Phú, Quận Hoàng Mai, Hà Nộ",Thương lượng,"Kiểm Thử Tính Năng, Kỹ năng nắm bắt và giải quyết vấn đề, Làm Việc Nhóm, Mô Phỏng Phân Tích, Phân Tích Nghiệp Vụ",https://www.vietnamworks.com/senior-business-analyst-technical-1855426-jv?source=searchResults&searchType=2&placement=1855426&sortBy=latest
Fullstack Engineer,Fullstack Engineer,N/A,Công Ty TNHH FPT Smart Cloud,5 năm kinh nghiệm,"FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy, Hà Nội","$ 1,500-3,000 /tháng","CSS3, MySQL, ReactJS, Python, JavaScript",https://www.vietnamworks.com/fullstack-engineer-1854661-jv?source=searchResults&searchType=2&placement=1854711&sortBy=latest
Data Engineer At Soundlink,Data Engineer At Soundlink,N/A,Soundlink,3 năm kinh nghiệm,,"$ 1,500-2,000 /tháng","Apache Hive, Apache Hive, BigQuery, Data Pipeline, Problem-solving, Python",https://www.vietnamworks.com/data-engineer-at-soundlink-1848900-jv?source=searchResults&searchType=2&placement=1849300&sortBy=latest
Nhân Viên Hạ Tầng,Nhân Viên Hạ Tầng,N/A,Công Ty Cổ Phần Phân Phối Quốc Tế,1 năm kinh nghiệm,"R1-11-10, Tầng 11, Tháp R1, Tòa nhà EverRich, 968 đường 3 tháng 2, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",$ 150-500 /tháng,"Hạ Tầng Mạng, VoIP, FreeSWITCH, CCNA, VMware",https://www.vietnamworks.com/nhan-vien-ha-tang--1851579-jv?source=searchResults&searchType=2&placement=1851779&sortBy=latest
Experienced Automation Tester _ Freelancer (Location: Hà Nội),Experienced Automation Tester _ Freelancer Location: Hà Nội,N/A,Capgemini Vietnam,3 năm kinh nghiệm,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"Automation Testing, QA, QC, Software Testing, API Testing",https://www.vietnamworks.com/experienced-automation-tester-freelancer-location-ha-noi--1847312-jv?source=searchResults&searchType=2&placement=1847812&sortBy=latest
Senior IT Officer,Senior IT Officer,Senior,PLF Law Firm,1 năm kinh nghiệm,"16th Floor , Ruby Tower 81 - 85 Ham Nghi, District 1, Ho Chi Minh City Work Location: Ho Chi Minh",Thương lượng,"CRM, Website Management, Seo, IT Operations, English",https://www.vietnamworks.com/senior-it-officer--1847735-jv?source=searchResults&searchType=2&placement=1848235&sortBy=latest
IT Support Coordinator,IT Support Coordinator,N/A,Công Ty TNHH Dịch Vụ Zim Integrated Shipping (Việt Nam),2 năm kinh nghiệm,"117 đường Lý Chính Thắng, Phường Võ Thị Sáu, Q3, TPHCM",Thương lượng,"English, IT Support, Data Backup, Error Analysis, Hardware",https://www.vietnamworks.com/it-support-coordinator-1854289-jv?source=searchResults&searchType=2&placement=1854339&sortBy=latest
Frontend Lead,Frontend Lead,N/A,SAPP Academy,3 năm kinh nghiệm,"Số 54 Lê Thanh Nghị, quận Hai Bà Trưng, Hà Nội",25tr-33tr ₫/tháng,"CSS3, HTML5, Leadership, NextJs, ReactJS",https://www.vietnamworks.com/frontend-lead-1853321-jv?source=searchResults&searchType=2&placement=1853421&sortBy=latest
System Engineer,System Engineer,N/A,,3 năm kinh nghiệm,,Thương lượng,"Azure, Network Management, PowerShell, Systems Engineering, Active Directory",https://www.vietnamworks.com/system-engineer--1853203-jv?source=searchResults&searchType=2&placement=1853353&sortBy=latest
Quality Assurance (QA) - Khối Dữ Liệu (Ho24.333),Quality Assurance QA - Khối Dữ Liệu Ho24.333,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,2 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"CMMI, IT Software, QA Testing, Quản lý chất lượng, Quản Trị Phần Mềm",https://www.vietnamworks.com/quality-assurance-qa-khoi-du-lieu-ho24-333-1849281-jv?source=searchResults&searchType=2&placement=1849631&sortBy=latest
Senior User Experience Designer,Senior User Experience Designer,Senior,Công Ty TNHH Dịch Vụ Công Nghệ Tp,3 năm kinh nghiệm,"Rivera Park Vũ Trọng Phụng, Đường Vũ Trọng Phụng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam",10tr-15tr ₫/tháng,"Product Marketing, UX Design, Wireframe, Figma, Thiết Kế Trải Nghiệm Người Dùng",https://www.vietnamworks.com/senior-user-experience-designer-1850556-jv?source=searchResults&searchType=2&placement=1850856&sortBy=latest
"Software Engineer - Continuous Integration Engineer (Git, Gerrit, Scripting Languages)","Software Engineer - Continuous Integration Engineer Git, Gerrit, Scripting Languages",N/A,LG Electronics R&D Vietnam,3 năm kinh nghiệm,"Tòa Lotte Mall 272 Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Tới $ 2,200 /tháng","English, Git, Scripting, Docker, Jenkins",https://www.vietnamworks.com/software-engineer-continuous-integration-engineer-git-gerrit-scripting-languages-1838634-jv?source=searchResults&searchType=2&placement=1839034&sortBy=latest
Technology Service Senior Director (COO),Technology Service Senior Director COO,Senior,,10 năm kinh nghiệm,,Thương lượng,"Agile Methodologies, DevOps, Operational Management, Software Process Development, Strategic Thinking",https://www.vietnamworks.com/technology-service-senior-director-coo-1851299-jv?source=searchResults&searchType=2&placement=1851549&sortBy=latest
Electronic Data Interchange (EDI) Specialist,Electronic Data Interchange EDI Specialist,N/A,,3 năm kinh nghiệm,,Thương lượng,"EDI, English, Integration Management, JSON, XML",https://www.vietnamworks.com/electronic-data-interchange-edi-specialist-1847447-jv?source=searchResults&searchType=2&placement=1847947&sortBy=latest
Microsoft Dynamics 365 Finance Functional Lead,Microsoft Dynamics 365 Finance Functional Lead,N/A,Chi Nhánh Công Ty TNHH KPMG,5 năm kinh nghiệm,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"Accounting, AX Development, Finance",https://www.vietnamworks.com/microsoft-dynamics-365-finance-functional-lead-1851597-jv?source=searchResults&searchType=2&placement=1851797&sortBy=latest
Senior Full Stack Developer,Senior Full Stack Developer,Senior,AMERICAN DREAM HOME GROUP LLC,5 năm kinh nghiệm,"854 SU VAN HANH ST, WARD 10, HO CHI MINH CITY","$ 1,000-2,000 /tháng",".NET, C#, SQL Server, SQL Server, ASP.NET, NextJs",https://www.vietnamworks.com/senior-full-stack-developer-1846520-jv?source=searchResults&searchType=2&placement=1847020&sortBy=latest
(HCM 104) Thiết Kế Điều Khiển Bay Cho Drone,HCM 104 Thiết Kế Điều Khiển Bay Cho Drone,N/A,Công Ty TNHH R Techno Việt Nam,2 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM",Thương lượng,"Phát Triển Phần Mềm, Thiết Kế Mạch Điện, Tiếng Nhật, Điều Khiển Bay Cho Drone, Điều Khiển Dự Đoán Mô Hình",https://www.vietnamworks.com/-hcm-104-thiet-ke-djieu-khien-bay-cho-drone-1851455-jv?source=searchResults&searchType=2&placement=1851705&sortBy=latest
C/C++ Linux Software Engineer,C/C++ Linux Software Engineer,N/A,LG Electronics Development Viet Nam Company Limited,Không yêu cầu năm kinh nghiệm,"Tầng 32 và tầng 36, Keangnam Hanoi Landmark Tower, Lô E6, Khu đô thị mới Cầu Giấy, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","$ 1,000-2,500 /tháng","C/C++, Linux Embedded, Linux, Software Development, Software Engineering",https://www.vietnamworks.com/c-c-plus-plus-linux-software-engineer--1853586-jv?source=searchResults&searchType=2&placement=1853686&sortBy=latest
IOS Developer,IOS Developer,N/A,Công Ty Cổ Phần HDV Mobisoft,2 năm kinh nghiệm,"Số 34 i4 khu đô thị mới Yên Hoà, Cầu Giấy, Hà Nội","Tới $ 2,000 /tháng","Swift, Objective-C, Java, Flutter, React",https://www.vietnamworks.com/ios-developer--1854731-jv?source=searchResults&searchType=2&placement=1854781&sortBy=latest
Nhân Viên QC,Nhân Viên QC,N/A,Mizuno Viet Nam Company Limited,2 năm kinh nghiệm,"105 Ton Dat Tien, Tan Phu Ward, District 7",Thương lượng,"Chinese Speaking, Computer Operating, English Speaking, QC Checking, Good Appearance",https://www.vietnamworks.com/nhan-vien-qc--1855438-jv?source=searchResults&searchType=2&placement=1855438&sortBy=latest
[Hồ Chí Minh] Security Specialist (big Digital Transformation project) - open to onboard after Tet,Hồ Chí Minh Security Specialist big Digital Transformation project - open to onboard after Tet,N/A,Navigos Search's Client,3 năm kinh nghiệm,Hanoi,"$ 1,000-1,400 /tháng","An Ninh Mạng, ISO 27001, IT Security GRC, Quản Lý Thông Tin, Chứng Chỉ Bảo Mật",https://www.vietnamworks.com/ho-chi-minh-security-specialist-big-digital-transformation-project-open-to-onboard-after-tet-1849350-jv?source=searchResults&searchType=2&placement=1849700&sortBy=latest
Full Stack Developer,Full Stack Developer,N/A,CÔNG TY TNHH CIGRO VIETNAM,Không yêu cầu năm kinh nghiệm,,Thương lượng,"English Communication, Node.js, PostgreSQL, ReactJS, Test Driven Development",https://www.vietnamworks.com/full-stack-developer-1853911-jv?source=searchResults&searchType=2&placement=1854011&sortBy=latest
Software Engineering Project Manager,Software Engineering Project Manager,N/A,Concentrix,3 năm kinh nghiệm,"Quang Trung Software Park, District 12",12tr-40tr ₫/tháng,"Agile Methodologies, Project Management, Software Engineering, E-commerce, Korean",https://www.vietnamworks.com/software-engineering-project-manager-1853608-jv?source=searchResults&searchType=2&placement=1853708&sortBy=latest
"Oracle Financial Services Analytical Applications (Ofsaa) Consultant (Focus Pft, Alm, FTP or Ifrs9)","Oracle Financial Services Analytical Applications Ofsaa Consultant Focus Pft, Alm, FTP or Ifrs9",N/A,Chi Nhánh Công Ty TNHH KPMG,Không yêu cầu năm kinh nghiệm,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"IFRS, Oracle Financials, Asset Liability Management, Oracle Database, Risk Management",https://www.vietnamworks.com/oracle-financial-services-analytical-applications-ofsaa-consultant-focus-pft-alm-ftp-or-ifrs9-1852285-jv?source=searchResults&searchType=2&placement=1852485&sortBy=latest
Lập Trình Viên,Lập Trình Viên,N/A,Taixin Printing Vina,1 năm kinh nghiệm,"19 Đường 11, Đại Đồng, Tiên Du, Bắc Ninh, Việt Nam","$ 900-1,500 /tháng","MS SQL, C#, ERP, Phát Triển Phần Mềm, Thiết Kế Phần Mềm",https://www.vietnamworks.com/lap-trinh-vien-1851345-jv?source=searchResults&searchType=2&placement=1851595&sortBy=latest
Trưởng Phòng Quản Lý Dự Án - Mảng Thiết Bị CNTT,Trưởng Phòng Quản Lý Dự Án - Mảng Thiết Bị CNTT,N/A,Công Ty TNHH PNK,Không yêu cầu năm kinh nghiệm,Số 14 Kim Đồng - Giáp Bát - Hoàng Mai - Hà Nội,"$ 1,500-2,000 /tháng","Tiếng Anh thành thạo, Kỹ Năng Làm Việc- Quản Lý Nhóm",https://www.vietnamworks.com/truong-phong-quan-ly-du-an-mang-thiet-bi-cntt--1849274-jv?source=searchResults&searchType=2&placement=1849624&sortBy=latest
Chuyên Viên Triển Khai Phần Mềm,Chuyên Viên Triển Khai Phần Mềm,N/A,1C Vietnam LLC,2 năm kinh nghiệm,"Office 07, T10, TTTM Times City, số 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Thương lượng,"Triển Khai Phần Mềm, Nghiên Cứu Phần Mềm, Kiểm Tra Phần Mềm, Hỗ trợ khách hàng, Tài Chính Doanh Nghiệp",https://www.vietnamworks.com/chuyen-vien-trien-khai-phan-mem--1849506-jv?source=searchResults&searchType=2&placement=1849856&sortBy=latest
Senior Solution Architect (.NET Core; React; Node.js),Senior Solution Architect .NET Core; React; Node.js,Senior,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,5 năm kinh nghiệm,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",Thương lượng,"AWS Cloud services, .NET Core, HTML5, DevOps, Leadership",https://www.vietnamworks.com/senior-solution-architect-net-core-react-node-js--1853274-jv?source=searchResults&searchType=2&placement=1853374&sortBy=latest
IT Executive (Hanoi Head Office - 443),IT Executive Hanoi Head Office - 443,N/A,"Aeon Mall Vietnam Co., Ltd",3 năm kinh nghiệm,"HQ: 3rd Floor – East Office of AEON MALL Long Bien, No. 27 Co Linh Road, Long Bien ward, Long Bien Dist., Hanoi | Branch: 15th Floor, LIM Tower 3, 29A Nguyen Dinh Chieu Street, Dakao Ward, Dist. 1, HCMC",$ 650-800 /tháng,"Information Technology, Project Management, Infrastructure Security, Network, System Administration",https://www.vietnamworks.com/it-executive-hanoi-head-office-443--1854371-jv?source=searchResults&searchType=2&placement=1854421&sortBy=latest
Quality Assurance Engineer (Accept Fresher),Quality Assurance Engineer Accept Fresher,Fresher,HYUNDAI Kefico,Không yêu cầu năm kinh nghiệm,"Lô XN 01 - Khu công nghiệp Đại An - P Tứ Minh, TP Hải Dương, T Hải Dương",Thương lượng,"QA, QC, IQC, Quality assuance, Engineering",https://www.vietnamworks.com/quality-assurance-engineer-accept-fresher--1848613-jv?source=searchResults&searchType=2&placement=1849013&sortBy=latest
Data Scientist - Khối Dữ Liệu (HOLT.01),Data Scientist - Khối Dữ Liệu HOLT.01,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,3 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Data analysis, Java, Machine Learning, Python, Scala",https://www.vietnamworks.com/data-scientist-khoi-du-lieu-holt-01-1852049-jv?source=searchResults&searchType=2&placement=1852249&sortBy=latest
Lập Trình Android Java Kotlin - Mobile App Developer,Lập Trình Android Java Kotlin - Mobile App Developer,N/A,Công Ty Phần Mềm Tower Hanoi (Tohsoft),3 năm kinh nghiệm,Toà Nhà Viwaseen - 48 Tố Hữu - Từ Liêm - Hà Nội,"$ 1,000-1,800 /tháng","Android, Android Studio, Kotlin, Java/Kotlin, Kotlin Android",https://www.vietnamworks.com/lap-trinh-android-java-kotlin-mobile-app-developer-1-1--1848170-jv?source=searchResults&searchType=2&placement=1848620&sortBy=latest
IT Staff - Nhân Viên Công Nghệ Thông Tin,IT Staff - Nhân Viên Công Nghệ Thông Tin,N/A,Amata City Bien Hoa Joint Stock Company,2 năm kinh nghiệm,"Long Binh IP (AMATA), Long Binh Ward, Bien Hoa City, Dong Nai Province",Thương lượng,"IT System Administration, IT Operations, IT Hardware, IT Helpdesk, Technical Support",https://www.vietnamworks.com/it-staff-nhan-vien-cong-nghe-thong-tin--1842013-jv?source=searchResults&searchType=2&placement=1842163&sortBy=latest
Phó Phòng - Phát Triển Ứng Dụng Ngân Hàng Điện Tử,Phó Phòng - Phát Triển Ứng Dụng Ngân Hàng Điện Tử,N/A,Ngân Hàng TMCP Phát Triển TP.HCM (HDBank),5 năm kinh nghiệm,"Toà nhà HD - 25Bis Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TP. HCM",Thương lượng,"Quản Lý Nhân Sự, Kỹ năng đàm phán, Kỹ năng tổ chức, Đánh Giá Hiệu Suất",https://www.vietnamworks.com/pho-phong-phat-trien-ung-dung-ngan-hang-djien-tu-1852793-jv?source=searchResults&searchType=2&placement=1852943&sortBy=latest
AI Factory – Technical Support,AI Factory – Technical Support,N/A,Công Ty TNHH FPT Smart Cloud,1 năm kinh nghiệm,"Số 10 Phạm Văn Bạch, Cầu Giấy, Hà Nội",Thương lượng,"Azure, Cloud Infrastructure, Customer Support, database management, Technical Support",https://www.vietnamworks.com/ai-factory-technical-support-1848262-jv?source=searchResults&searchType=2&placement=1848712&sortBy=latest
IT Support/help Desk,IT Support/help Desk,N/A,Công Ty TNHH Canon Việt Nam,Không yêu cầu năm kinh nghiệm,"Lô A1, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội","$ 500-1,000 /tháng","Lập Trình, IT Hardware",https://www.vietnamworks.com/it-support-help-desk--1848206-jv?source=searchResults&searchType=2&placement=1848656&sortBy=latest
Kỹ Sư AI (AI Engineer),Kỹ Sư AI AI Engineer,N/A,Chicilon Media,2 năm kinh nghiệm,"17th Floor, Vietcombank Tower, No. 5 Me Linh Square, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",Thương lượng,"Machine Learning, Natural Processing Language, Computer Vision, Python, TensorFlow",https://www.vietnamworks.com/ky-su-ai-ai-engineer--1852683-jv?source=searchResults&searchType=2&placement=1852833&sortBy=latest
[HN] Lập Trình Viên Python,HN Lập Trình Viên Python,N/A,Công Ty Cổ Phần Synnex FPT,3 năm kinh nghiệm,"Tầng 2,Tòa nhà Zodiac, phố Duy Tân, Đường Phạm Hùng, Cầu Giấy, Hà Nội (Đằng sau tòa nhà FPT)",Thương lượng,"AI, AI, Azure AI, Cloud, Lập Trình Python, Python (Tensorflow, Pytorch, Or Scikit-Learn)",https://www.vietnamworks.com/hn-lap-trinh-vien-python-1855824-jv?source=searchResults&searchType=2&placement=1855824&sortBy=latest
Product Owner,Product Owner,N/A,ONE TECHNOLOGY SERVICE,3 năm kinh nghiệm,"Số 67 đường số 10 , P. An Lợi Đông, Tp. Thủ Đức, Tp. HCM",Thương lượng,"Product Management, Agile Development, Stakeholder Management, Critical Thinking, Communication",https://www.vietnamworks.com/product-owner--1852526-jv?source=searchResults&searchType=2&placement=1852676&sortBy=latest
"C/C++ Software Engineer - Salary Up to 2,500$ Hybrid Working","C/C++ Software Engineer - Salary Up to 2,500$ Hybrid Working",N/A,LG Electronics Development Viet Nam Company Limited,Không yêu cầu năm kinh nghiệm,"Tầng 17-21 Lotte Mall Tây Hồ, Võ Chí Công, Tây Hồ Hà Nội","$ 700-2,500 /tháng","C++, Automotive, HMI, MVC, OOAD",https://www.vietnamworks.com/c-c-plus-plus-software-engineer-salary-up-to-2-500-hybrid-working--1849206-jv?source=searchResults&searchType=2&placement=1849556&sortBy=latest
