Job Title,Role,Level,year_of_experiences,Company,Location,Salary Range,Required Skills,Source Platform,Year Of Experiences
Nhân Viên IT (Staff/ Senior Staff) - Lương Thưởng Hấp Dẫn,Nhân Viên IT Staff/ Senior Staff - Lương Thưởng Hấp Dẫn,Senior,,Hanwha Vision Viet Nam Company Limited (Tên Cũ Là Hanwhatechwin Security Vietnam),"Plot O-2, Que Vo Industrial Zone (expansion area), Nam Son commune, Bac Ninh city, Bac Ninh province",$ 400-550 /tháng,"IT Phần Mềm, IT, Server System Management, Cấu Hình Tường Lửa",https://www.vietnamworks.com/nhan-vien-it-staff-senior-staff-luong-thuong-hap-dan-1855544-jv?source=searchResults&searchType=2&placement=1855544&sortBy=latest,2 năm kinh nghiệm
"IOS Developer (Junior, HCM)","IOS Developer Junior, HCM",Junior,,FPT Telecom,"Tòa FPT Tower, Số 10 Phạm Văn Bạch, Yên Hòa, Cầu Giấy, Hà Nội",Thương lượng,"iOS Development, Material Design, Objective C, Swift, Swift, Web Service",https://www.vietnamworks.com/ios-developer-junior-hcm-1836258-jv?source=searchResults&searchType=2&placement=1836658&sortBy=latest,1 năm kinh nghiệm
IT Security Manager,IT Security Manager,,,Chi Nhánh Công Ty TNHH KPMG,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"IT Security, IT Risk Management, IT Administration",https://www.vietnamworks.com/it-security-manager--1852035-jv?source=searchResults&searchType=2&placement=1852235&sortBy=latest,Không yêu cầu năm kinh nghiệm
Giám Đốc Kỹ Thuật (CTO),Giám Đốc Kỹ Thuật CTO,,,Công Ty TNHH Sorimachi Việt Nam,"Tầng 9, Cao ốc Tuổi trẻ, 60A Hoàng Văn Thụ, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"AI, Big Data, IoT, Quản Lý Dự Án, AI, Technical Support",https://www.vietnamworks.com/giam-djoc-ky-thuat-cto-1854638-jv?source=searchResults&searchType=2&placement=1854688&sortBy=latest,5 năm kinh nghiệm
Giám Đốc Vận Hành,Giám Đốc Vận Hành,,,CÔNG TY TNHH MOVE SYNC,"Đường số 6, khu Z756, Quận 10",Từ 100tr ₫/tháng,"Quản Lý Vận Hành, Marketing Development, Lãnh Đạo, Phân Tích Chiến Lược, Social Media",https://www.vietnamworks.com/giam-djoc-van-hanh-1852739-jv?source=searchResults&searchType=2&placement=1852889&sortBy=latest,5 năm kinh nghiệm
Kỹ sư Thiết Kế Điện/ Điện tử & Phát triển hệ sinh thái số,Kỹ sư Thiết Kế Điện/ Điện tử & Phát triển hệ sinh thái số,,,Công Ty Điện Lạnh Hòa Phát,"39 Nguyễn Đình Chiểu, Q. Hai Bà Trưng, Hà Nội",20tr-25tr ₫/tháng,"Ai, Cloud, IoT, Phát Triển Sản Phẩm, Thiết Kế Kỹ Thuật",https://www.vietnamworks.com/ky-su-thiet-ke-djien-djien-tu-and-phat-trien-he-sinh-thai-so-1854949-jv?source=searchResults&searchType=2&placement=1854949&sortBy=latest,2 năm kinh nghiệm
Head of IT Security and Governance Department,Head of IT Security and Governance Department,,,Shinhan Vietnam Finance Company Limited,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"IT Risk Management, IT Security, IT Governance, System Security Management, ISO",https://www.vietnamworks.com/head-of-it-security-and-governance-department--1853146-jv?source=searchResults&searchType=2&placement=1853296&sortBy=latest,10 năm kinh nghiệm
CRM Team Leader,CRM Team Leader,,,Vietnam Australia International School (Vas),"594 Ba Thang Hai Street, District 10, Ho Chi Minh City",Thương lượng,"Data analysis, Engineering Application Softwares, CRM Systems, SQL Database, Salesforce CRM",https://www.vietnamworks.com/crm-team-leader--1849618-jv?source=searchResults&searchType=2&placement=1849968&sortBy=latest,2 năm kinh nghiệm
Senior Quality Inspector,Senior Quality Inspector,Senior,,PetSafe Brands,United State,"$ 800-1,200 /tháng","Chinese Speaking, English Reading, Inspection Gauges/Tools, QC Report, Quality Inspection",https://www.vietnamworks.com/senior-quality-inspector-1853731-jv?source=searchResults&searchType=2&placement=1853831&sortBy=latest,3 năm kinh nghiệm
[Fresher - HCM] Lập Trình Viên IOS,Fresher - HCM Lập Trình Viên IOS,Fresher,,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),"Tầng 8, số 22, Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Thương lượng,"Giao Tiếp Chủ Động, Git Source Control, Lập Trình iOS, Swift, Swift",https://www.vietnamworks.com/fresher-hcm-lap-trinh-vien-ios-1846961-jv?source=searchResults&searchType=2&placement=1847511&sortBy=latest,1 năm kinh nghiệm
Embedded Test Lead (Joining Bonus),Embedded Test Lead Joining Bonus,,,Bosch Global Software Technologies Company Limited,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Analytical skills, English communication, Embedded Test Lead, Automation system test, SW process test",https://www.vietnamworks.com/embedded-test-lead-joining-bonus-1854730-jv?source=searchResults&searchType=2&placement=1854780&sortBy=latest,5 năm kinh nghiệm
Kỹ Sư Hệ Thống (System Engineer),Kỹ Sư Hệ Thống System Engineer,,,Công Ty TNHH Canon Việt Nam,"Lô A1, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội","$ 500-1,000 /tháng","Domain Server, Linux, VMware, Zabbix, Ansible",https://www.vietnamworks.com/ky-su-he-thong-system-engineer--1848175-jv?source=searchResults&searchType=2&placement=1848625&sortBy=latest,Không yêu cầu năm kinh nghiệm
SAP Senior Consultant - SAP Controlling (CO) & Project System (PS),SAP Senior Consultant - SAP Controlling CO & Project System PS,Senior,,Deloitte Consulting SEA,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",https://www.vietnamworks.com/sap-senior-consultant-sap-controlling-co-project-system-ps-1852499-jv?source=searchResults&searchType=2&placement=1852649&sortBy=latest,Không yêu cầu năm kinh nghiệm
IT Service Delivery Manager,IT Service Delivery Manager,,,Bosch Global Software Technologies Company Limited,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Customer Engagement, English Communication, IT Project Management, Leadership Skills, Team Management",https://www.vietnamworks.com/it-service-delivery-manager-1848992-jv?source=searchResults&searchType=2&placement=1849392&sortBy=latest,10 năm kinh nghiệm
IT Business Analyst (Global),IT Business Analyst Global,,,Wilmar CLV,"Royal Tower A, 235 Nguyen Van Cu, District 1, HCMC",$ 15tr-25tr /tháng,"business analyst, Database Technology, English, IT Knowledge, Product Management",https://www.vietnamworks.com/it-business-analyst-global-1849254-jv?source=searchResults&searchType=2&placement=1849604&sortBy=latest,1 năm kinh nghiệm
Planning Manager (Budget Management & Financial Controller)​/ Quản Lý Kế Hoạch (Mảng Ngân Sách & Kiểm Soát Tài Chính),Planning Manager Budget Management & Financial Controller ​/ Quản Lý Kế Hoạch Mảng Ngân Sách & Kiểm Soát Tài Chính,,,Lotte Center Hanoi,,Thương lượng,"Business Planning, Corporate Finance, Financial Analysis, Vietnamese Communication, Power BI",https://www.vietnamworks.com/planning-manager-budget-management-and-financial-controller-quan-ly-ke-hoach-mang-ngan-sach-and-kiem-soat-tai-chinh-1848984-jv?source=searchResults&searchType=2&placement=1849384&sortBy=latest,3 năm kinh nghiệm
Governance-Risk-Compliance Consultant,Governance-Risk-Compliance Consultant,,,FPT IS,"Tầng 20-21-22, Keangnam Landmark, E6 Phạm Hùng, Hà Nội / Tòa nhà FPT Tân Thuận 3, Đường Sáng Tạo, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7",Thương lượng,"ISO 27001, PCI DSS, NIST",https://www.vietnamworks.com/governance-risk-compliance-consultant--1847649-jv?source=searchResults&searchType=2&placement=1848149&sortBy=latest,Không yêu cầu năm kinh nghiệm
Lead Full Stack Developer (Technical Lead),Lead Full Stack Developer Technical Lead,,,CÔNG TY TNHH CIGRO VIETNAM,"Vietnam, Ho Chi Minh City, Quan 2, Thảo Điền, Võ Nguyên Giáp, ARIZE CAMPUS",Thương lượng,"Agile Methodologies, Database Software, English Communication, Full Stack Development, HTML/CSS",https://www.vietnamworks.com/lead-full-stack-developer-technical-lead-1855351-jv?source=searchResults&searchType=2&placement=1855351&sortBy=latest,3 năm kinh nghiệm
Chuyên Viên Đảm Bảo Chất Lượng (Process Quality Assurance) Upto 30M,Chuyên Viên Đảm Bảo Chất Lượng Process Quality Assurance Upto 30M,,,Công Ty Cổ Phần 1Office,"Tầng 3, Tháp G2, Tòa nhà Five Star, Số 2 Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Tới 30tr ₫/tháng,"ISO Audit, Scrum Master, Root Cause Analysis, QA Software, SaaS",https://www.vietnamworks.com/chuyen-vien-dam-bao-chat-luong-process-quality-assurance-upto-30m-1847351-jv?source=searchResults&searchType=2&placement=1847851&sortBy=latest,3 năm kinh nghiệm
IT Specialist,IT Specialist,,,ITECHWX COMPANY LIMITED,"12th Floor, Opal Tower 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh city, Vietnam",16tr-23tr ₫/tháng,"Technical Support, Operations Administration, Helpdesk, IT Helpdesk",https://www.vietnamworks.com/it-specialist-1853332-jv?source=searchResults&searchType=2&placement=1853432&sortBy=latest,1 năm kinh nghiệm
Product Operations Specialist - Agi,Product Operations Specialist - Agi,,,Trusting Social,"Havana Tower, 132, Ham Nghi Str., Ben Thanh Ward, Dist. 1, HCMC",Thương lượng,"Product Operation, Product Development, Project management skills, Quality Process Improvement",https://www.vietnamworks.com/product-operations-specialist-agi-1840216-jv?source=searchResults&searchType=2&placement=1840466&sortBy=latest,2 năm kinh nghiệm
IT Infrastructure Supervisor,IT Infrastructure Supervisor,,,Toyota Financial Services Vietnam,"Unit 04 – 05, 12th Floor, Saigon Centre Tower 2 (No 67, Le Loi Street, Ben Nghe Ward, Dist 1, HCMC).",Thương lượng,"Palo Alto, DLP, PAM solution, Microsoft Solution, Commvault Backup",https://www.vietnamworks.com/it-infrastructure-supervisor--1852466-jv?source=searchResults&searchType=2&placement=1852616&sortBy=latest,3 năm kinh nghiệm
Giám Đốc Công Nghệ Dự Án Blockchain (CTO),Giám Đốc Công Nghệ Dự Án Blockchain CTO,,,Tập Đoàn Apec (Apec Group),"Tầng 3, Grand Plaza, 117 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội.","$ 2,000-5,000 /tháng","Công nghệ thông tin, Fintech, Cryptocurrency, Blockchain Technologies, Blockchain Payment",https://www.vietnamworks.com/giam-doc-cong-nghe-du-an-blockchain-cto-1852506-jv?source=searchResults&searchType=2&placement=1852656&sortBy=latest,5 năm kinh nghiệm
Senior IT System Engineer (Korean Native),Senior IT System Engineer Korean Native,Senior,,Công Ty TNHH CJ Olivenetworks VINA,"6 Le Thanh Ton, Ben Nghe Ward, District 1, HCMC, District 1, Ho Chi Minh",Thương lượng,"Database Software, Desktop Virtualization, English Communication, IT System Administration, Networking Knowledge",https://www.vietnamworks.com/senior-it-system-engineer-korean-native-1850145-jv?source=searchResults&searchType=2&placement=1850445&sortBy=latest,1 năm kinh nghiệm
Senior Regional IT Manager,Senior Regional IT Manager,Senior,,Navigos Search,Hanoi / HCMC,"$ 3,700-4,000 /tháng","IT Management, Project Management, Technology Integration, Network Protocols, Cyber security",https://www.vietnamworks.com/senior-regional-it-manager-1850445-jv?source=searchResults&searchType=2&placement=1850745&sortBy=latest,15 năm kinh nghiệm
IT Senior Server Administration,IT Senior Server Administration,Senior,,Dai-Ichi Life Vietnam,"149-151 Nguyen Van Troi, Phu Nhuan Dist., HCMC",Thương lượng,"Server Administration, Oracle SQL, MSCE, Windows System Administration",https://www.vietnamworks.com/it-senior-server-administration-1851505-jv?source=searchResults&searchType=2&placement=1851755&sortBy=latest,5 năm kinh nghiệm
Tuyển Kỹ Sư Quản Trị Dịch Vụ Làm Việc Tại Vnpt Idc,Tuyển Kỹ Sư Quản Trị Dịch Vụ Làm Việc Tại Vnpt Idc,,,Trung tâm Hạ tầng IDC - Chi nhánh Công ty Công nghệ Thông tin VNPT,.,15tr-20tr ₫/tháng,"Quản Trị Hệ Thống, Tin Học Văn Phòng, Giao Tiếp Tiếng Anh, MCSA, Quản Trị Dịch Vụ",https://www.vietnamworks.com/tuyen-ky-su-quan-tri-dich-vu-lam-viec-tai-vnpt-idc-1848144-jv?source=searchResults&searchType=2&placement=1848594&sortBy=latest,1 năm kinh nghiệm
Quality Assurance Engineer (QA),Quality Assurance Engineer QA,,,Công ty TNHH Công Nghệ Điện Tử - Nghe Nhìn BOE Việt Nam,"KCN Nhơn Trạch 2, Huyện Nhơn Trạch, Đồng Nai","$ 800-2,000 /tháng","IATF 16949:2016, ISO 14001, ISO 9001, Quality Assurance, Fluent In Chinese Or English",https://www.vietnamworks.com/quality-assurance-engineer-qa-1854475-jv?source=searchResults&searchType=2&placement=1854525&sortBy=latest,3 năm kinh nghiệm
Business Analyst,Business Analyst,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ IHOUZZ,,Thương lượng,"CRM System, Figma, Jira, Product Design, Product Management",https://www.vietnamworks.com/business-analyst-1853460-jv?source=searchResults&searchType=2&placement=1853560&sortBy=latest,2 năm kinh nghiệm
Lập Trình Viên (Salary Upto 1500$),Lập Trình Viên Salary Upto 1500$,,,Taixin Printing Vina,"19 Đường 11, Đại Đồng, Tiên Du, Bắc Ninh, Việt Nam","$ 900-1,500 /tháng","MS SQL, C#, ERP, Phát Triển Phần Mềm, Thiết Kế Phần Mềm",https://www.vietnamworks.com/lap-trinh-vien-salary-upto-1500dollar-1853912-jv?source=searchResults&searchType=2&placement=1854012&sortBy=latest,1 năm kinh nghiệm
Head of IT Security,Head of IT Security,,,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),"Trụ sở chính: Tầng 6, Tòa nhà Gelex, 52 phố Lê Đại Hành, phường Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",Thương lượng,"Security Information, Security System Management, IT Security, IT Risk Management, Cyber Security",https://www.vietnamworks.com/head-of-it-security--1853631-jv?source=searchResults&searchType=2&placement=1853731&sortBy=latest,Không yêu cầu năm kinh nghiệm
Sales Manager,Sales Manager,,,Vietnam Htech Resources Company Limited,"Block TS1, The Tresor Residence, No. 39-39B Ben Van Don, Ward 13, District 4, Ho Chi Minh City, Vietnam","$ 1,000-1,500 /tháng","Negotiation, Sales & Business Development, Sales & Business Development, Sales & Business Development, Cybersecurity, Cybersecurity Expertise, IT Presale",https://www.vietnamworks.com/sales-manager-1849957-jv?source=searchResults&searchType=2&placement=1850257&sortBy=latest,1 năm kinh nghiệm
Chuyên Viên IT - Cơ Hội Lên Trưởng Nhóm IT ( Tiếng Anh Giao Tiếp / Xe Đưa Đón Hà Nội Bắc Ninh),Chuyên Viên IT - Cơ Hội Lên Trưởng Nhóm IT Tiếng Anh Giao Tiếp / Xe Đưa Đón Hà Nội Bắc Ninh,,,Hanacans JSC,"Hanaka Industrial Zone, Tu Son Town, Bac Ninh Province, Viet Nam","$ 800-1,000 /tháng","Quản Trị Hệ Thống CNTT, Quản Trị Mạng, Cài Đặt Hệ Thống, Công Nghệ Thông Tin, Bảo Trì Hệ Thống",https://www.vietnamworks.com/chuyen-vien-it-co-hoi-len-truong-nhom-it-tieng-anh-giao-tiep-xe-dua-don-ha-noi-bac-ninh-1841141-jv?source=searchResults&searchType=2&placement=1841391&sortBy=latest,1 năm kinh nghiệm
Kỹ Sư Dịch Vụ Máy In Công Nghiệp,Kỹ Sư Dịch Vụ Máy In Công Nghiệp,,,Navigos Search,HCMC,8tr-15tr ₫/tháng,"Cài Đặt Phần Mềm, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Quản Lý Phần Mềm, Quản Trị Khách Hàng, Tư Vấn Công Trình",https://www.vietnamworks.com/ky-su-dich-vu-may-in-cong-nghiep-1851730-jv?source=searchResults&searchType=2&placement=1851930&sortBy=latest,3 năm kinh nghiệm
Team Leader - Business Analysis,Team Leader - Business Analysis,,,Công Ty Cổ Phần Dịch Vụ Di Động Trực Tuyến (Ví MoMo),"8 Hoàng Văn Thái, P. Tân Phú, Q.7, HCMC",Thương lượng,"Business Analysis, Data Analysis, Production Monitoring",https://www.vietnamworks.com/team-leader-business-analysis-1849425-jv?source=searchResults&searchType=2&placement=1849775&sortBy=latest,5 năm kinh nghiệm
Senior Business Intelligence Analyst,Senior Business Intelligence Analyst,Senior,,Công Ty TNHH Shopee,"Tòa nhà Saigon Center, 67 Lê Lợi, Phường Bến Nghé, Quận 1, TPHCM",Thương lượng,"Business Analysis, Data Analysis, Business Intelligence, SQL, Project Management",https://www.vietnamworks.com/senior-business-intelligence-analyst--1848007-jv?source=searchResults&searchType=2&placement=1848457&sortBy=latest,3 năm kinh nghiệm
Chuyên Viên Vận Hành Máy Chủ & Nền Tảng - Khối CNTT,Chuyên Viên Vận Hành Máy Chủ & Nền Tảng - Khối CNTT,,,Ngân hàng Lộc Phát Việt Nam LPBank,"LPB Tower, số 210 Đường Trần Quang Khải, French Quarter, Trang Tien, Hoàn Kiếm, Hanoi, Vietnam",Thương lượng,"Cấu Hình Lưu Trữ, Công Nghệ Phần Mềm, Công Nghệ Thông Tin, Quản Trị Máy Chủ, Vận Hành Máy Chủ",https://www.vietnamworks.com/chuyen-vien-van-hanh-may-chu-and-nen-tang-khoi-cntt-1839421-jv?source=searchResults&searchType=2&placement=1839721&sortBy=latest,4 năm kinh nghiệm
Nhân Viên IT,Nhân Viên IT,,,"INOUE Rubber Vietnam CO., LTD.",Phú Nhi - Thanh Lâm - Mê Linh - Hà Nội,Thương lượng,"IT Helpdesk, DNS, DHCP, Firewall, Routing",https://www.vietnamworks.com/nhan-vien-it--1849589-jv?source=searchResults&searchType=2&placement=1849939&sortBy=latest,Không yêu cầu năm kinh nghiệm
